Identifier,Record_URL,RecordDownload_URL,Thumbnail_URL,Business_Name,Record_Title,Business_Type,Notable_Graphics,Transcribed_Text,Colors,Subjects_LCSH,StreetAddress,City,County ,State,Country,Latitude,Longitude,Collection_Title,Rights
1403305,https://collections.lib.utah.edu/ark:/87278/s6g20crz,https://collections.lib.utah.edu/file?id=1403305,https://collections.lib.utah.edu/dl_thumbs/1b/b8/1bb816abca0c56945d62cdfae1a42d25a90895aa.jpg,Hotel Utah,"Hotel Utah matchbook, Salt Lake City, Utah [10]",Hotels,Building,Starlite food,Black and gold with yellow text,Advertising; Graphic arts; Hotels,15 E S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7697727,-111.890578,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403310,https://collections.lib.utah.edu/ark:/87278/s6b89n2j,https://collections.lib.utah.edu/file?id=1403310,https://collections.lib.utah.edu/dl_thumbs/a9/28/a9285bd0c11146af2ecb7238cc11b07aa3cde14a.jpg,Hotel Utah,"Hotel Utah matchbook, Salt Lake City, Utah [13]",Hotels,Building,Largest and finest,"Blue, gold, and pink with pink and gold text",Advertising; Graphic arts; Hotels,15 E S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7697727,-111.890578,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403311,https://collections.lib.utah.edu/ark:/87278/s66h8wbt,https://collections.lib.utah.edu/file?id=1403311,https://collections.lib.utah.edu/dl_thumbs/70/88/708886bae72d05230ff19b278d0f0eb51fe5a6af.jpg,Hotel Utah,"Hotel Utah matchbook, Salt Lake City, Utah [11]",Hotels,Building,,White and blue with blue text,Advertising; Graphic arts; Hotels,15 E S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7697727,-111.890578,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403314,https://collections.lib.utah.edu/ark:/87278/s62r84jk,https://collections.lib.utah.edu/file?id=1403314,https://collections.lib.utah.edu/dl_thumbs/ed/10/ed100a54774e87a3547dae4e2bc4484b36c62dbf.jpg,Utah Cafe,"Utah Cafe matchbook, Salt Lake City, Utah [1]",Restaurants,Mountains,Delicious food,"White, blue, black, brown, and green with black text",Advertising; Graphic arts; Restaurants,32 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7685407,-111.8915658,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403315,https://collections.lib.utah.edu/ark:/87278/s6z07n15,https://collections.lib.utah.edu/file?id=1403315,https://collections.lib.utah.edu/dl_thumbs/85/c8/85c8d5fd82fcd4ae45fc1cae40b558c4336bfde6.jpg,Utah Cafe,"Utah Cafe matchbook, Salt Lake City, Utah [2]",Restaurants,People,Two places to eat here and home,Orange and silver with silver text,Advertising; Graphic arts; Restaurants,32 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7685407,-111.8915658,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403316,https://collections.lib.utah.edu/ark:/87278/s6tb5kt3,https://collections.lib.utah.edu/file?id=1403316,https://collections.lib.utah.edu/dl_thumbs/65/bb/65bbf12dfaae709bcf03ac4af3d9f0ec0bd9d73a.jpg,Utah Cafe,"Utah Cafe matchbook, Salt Lake City, Utah [3]",Restaurants,Table of food,Good food is good health,Blue and silver with silver text,Advertising; Graphic arts; Restaurants,32 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7685407,-111.8915658,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403317,https://collections.lib.utah.edu/ark:/87278/s6pk4v3s,https://collections.lib.utah.edu/file?id=1403317,https://collections.lib.utah.edu/dl_thumbs/6f/5d/6f5d589447c1c530034442e9a94174ae586ddf14.jpg,Utah Cafe,"Utah Cafe matchbook, Salt Lake City, Utah [4]",Restaurants,People,Good food is good health,Yellow and black with black text,Advertising; Graphic arts; Restaurants,32 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7685407,-111.8915658,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403318,https://collections.lib.utah.edu/ark:/87278/s6jt43b0,https://collections.lib.utah.edu/file?id=1403318,https://collections.lib.utah.edu/dl_thumbs/75/96/759679e05c16c14f4b1d460173030ec6cc6e61b4.jpg,Utah Cafe,"Utah Cafe matchbook, Salt Lake City, Utah [6]",Restaurants,Table of food,Good food in good health,Blue and silver with silver text,Advertising; Graphic arts; Restaurants,32 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7685407,-111.8915658,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403319,https://collections.lib.utah.edu/ark:/87278/s6f23bn1,https://collections.lib.utah.edu/file?id=1403319,https://collections.lib.utah.edu/dl_thumbs/3b/cc/3bccbe6ac69534e1380c7eaf4fcb879b854249a0.jpg,Utah Cafe Broiler,"Utah Cafe Broiler matchbook, Salt Lake City, Utah",Restaurants,,Now where did I get this?,White and yellow with black text,Advertising; Graphic arts; Restaurants,32 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7685407,-111.8915658,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403322,https://collections.lib.utah.edu/ark:/87278/s6992kzr,https://collections.lib.utah.edu/file?id=1403322,https://collections.lib.utah.edu/dl_thumbs/26/04/26048b32de0f01cb13141e9f051680f096fb466b.jpg,Utah Cafe,"Utah Cafe matchbook, Salt Lake City, Utah [5]",Restaurants,,As you like it,Red with black text,Advertising; Graphic arts; Restaurants,32 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7685407,-111.8915658,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403323,https://collections.lib.utah.edu/ark:/87278/s65j1v5j,https://collections.lib.utah.edu/file?id=1403323,https://collections.lib.utah.edu/dl_thumbs/04/61/04619e5696a07e5dee8d8d32129e82b9932d337d.jpg,Utah State Capitol Coffee Shop,"Utah State Capitol Coffee Shop matchbook, Salt Lake City, Utah",Restaurants,Capitol building,Your patronage is appreciate,White and blue with red and blue text,Advertising; Graphic arts; Restaurants,350 N State St,Salt Lake City,Salt Lake County,Utah,United States,40.7774072,-111.8882895,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403324,https://collections.lib.utah.edu/ark:/87278/s61s13f6,https://collections.lib.utah.edu/file?id=1403324,https://collections.lib.utah.edu/dl_thumbs/f1/63/f163adf2c13ae0d57f53426f4b44daf2029a284c.jpg,University Park Hotel,"University Service Station matchbook, Salt Lake City, Utah",Hotels,,,Red and white with red text,Advertising; Graphic arts; Hotels,480 Wakara Way,Salt Lake City,Salt Lake County,Utah,United States,40.7591481,-111.830309,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403325,https://collections.lib.utah.edu/ark:/87278/s6x399c0,https://collections.lib.utah.edu/file?id=1403325,https://collections.lib.utah.edu/dl_thumbs/d6/c8/d6c840d57c1a7018cd43f306401fd2907bfe2c27.jpg,Village Inn,"Village Inn matchbook, Salt Lake City, Utah",Restaurants,Logo,List of locations,"White, orange, and black with black and white text",Advertising; Graphic arts; Restaurants,2929 S State,Salt Lake City,Salt Lake County,Utah,United States,40.725461,-111.8881426,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403328,https://collections.lib.utah.edu/ark:/87278/s6sb8jn8,https://collections.lib.utah.edu/file?id=1403328,https://collections.lib.utah.edu/dl_thumbs/5a/79/5a7914e97605ab773f7e42a6774c1a5d863a5e0d.jpg,Utah Motor Park,"Utah Motor Park matchbook, Salt Lake City, Utah [4]",Hotels,Sign,125 cottages,"Red, yellow, and white with white text",Advertising; Graphic arts; Hotels,972 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7475101,-111.8885192,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403329,https://collections.lib.utah.edu/ark:/87278/s6nk7sz0,https://collections.lib.utah.edu/file?id=1403329,https://collections.lib.utah.edu/dl_thumbs/f1/e2/f1e2f1933627c65e662ef38575a8f6e60fcfa2f5.jpg,Union Pacific Railroad Co,"University Club matchbook, Salt Lake City, Utah [1]",Railroad companies,Map of Utah parks,,Red and white with white text,Advertising; Graphic arts; Railroad companies,,Cedar City,Iron County,Utah,United States,37.6774769,-113.0618931,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403332,https://collections.lib.utah.edu/ark:/87278/s6ht7272,https://collections.lib.utah.edu/file?id=1403332,https://collections.lib.utah.edu/dl_thumbs/4c/a3/4ca3f9965a578bcfb925a2785d1f417b0b5c73db.jpg,University Club,"University Club matchbook, Salt Lake City, Utah [2]",Social Groups,Shield and cap,Siste Alumne,Blue with white text,Advertising; Graphic arts; Social Groups,130 E S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7690321,-111.88721,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403333,https://collections.lib.utah.edu/ark:/87278/s6d269j3,https://collections.lib.utah.edu/file?id=1403333,https://collections.lib.utah.edu/dl_thumbs/b2/75/b275355f633eb30936e8380bb57c74952ecc5bcf.jpg,University Club,"University Club matchbook, Salt Lake City, Utah [3]",Social Groups,Shield and cap,Siste Alumne,Blue with white text,Advertising; Graphic arts; Social Groups,130 E S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7690321,-111.88721,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403336,https://collections.lib.utah.edu/ark:/87278/s6895jrg,https://collections.lib.utah.edu/file?id=1403336,https://collections.lib.utah.edu/dl_thumbs/c0/87/c0879b3002efe1266d804ac6d9d8bd725cd3ae59.jpg,University Club,"University Club matchbook, Salt Lake City, Utah [4]",Social Groups,Shield and cap,Siste Alumne,Red with white text,Advertising; Graphic arts; Social Groups,130 E S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7690321,-111.88721,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403337,https://collections.lib.utah.edu/ark:/87278/s64j4t15,https://collections.lib.utah.edu/file?id=1403337,https://collections.lib.utah.edu/dl_thumbs/ef/8e/ef8e35d50544e3821aaf26845d191b81bd5e1e7b.jpg,University Club,"University Club matchbook, Salt Lake City, Utah [5]",Social Groups,Shield and cap,Siste Alumne,White with blue text,Advertising; Graphic arts; Social Groups,130 E S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7690321,-111.88721,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403338,https://collections.lib.utah.edu/ark:/87278/s60w2rnv,https://collections.lib.utah.edu/file?id=1403338,https://collections.lib.utah.edu/dl_thumbs/b8/11/b8117504b0266d067e043dd26fb8e117b2fe6511.jpg,Utah Fuel Co. ,"Utah Fuel Co. matchbook, Salt Lake City, Utah [3]",Fuel,Fuel children ,Meet the Koal Kids,"Orange, white, blue, and black with orange and black text",Advertising; Graphic arts; Fuel,Judge bldg,Salt Lake City,Salt Lake County,Utah,United States,40.762619,-111.8908424,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403341,https://collections.lib.utah.edu/ark:/87278/s6w42875,https://collections.lib.utah.edu/file?id=1403341,https://collections.lib.utah.edu/dl_thumbs/4d/7c/4d7cab92b6dcfb2aa2176770463b12d37ffc2199.jpg,Utah Fuel Co. ,"Utah Fuel Co. matchbook, Salt Lake City, Utah [2]",Fuel,Fuel children and factory,Meet the Koal Kids,"Orange, white, blue, and black with orange and black text",Advertising; Graphic arts; Fuel,Judge bldg,Salt Lake City,Salt Lake County,Utah,United States,40.762619,-111.8908424,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403344,https://collections.lib.utah.edu/ark:/87278/s6rc1hhf,https://collections.lib.utah.edu/file?id=1403344,https://collections.lib.utah.edu/dl_thumbs/5b/8c/5b8ceb725010997c3fa5f6853c93c9b03686915c.jpg,Teogra,"Teogra matchbook, Salt Lake City, Utah [2]",Restaurants,Triangles,World Motor Hotel,"Yellow, white, green, and pink with black text",Advertising; Graphic arts; Restaurants,1900 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7293241,-111.8883159,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403347,https://collections.lib.utah.edu/ark:/87278/s6mm0rt5,https://collections.lib.utah.edu/file?id=1403347,https://collections.lib.utah.edu/dl_thumbs/93/93/93934311a0af754db9533e7890f0dc8811b33a58.jpg,World Motor Hotel & Restaurant Teogra,"World Motor Hotel & Restaurant Teogra matchbook, Salt Lake City, Utah [3]",Restaurants,Best western logo,Information on best western,"White, red, yellow, and blue with blue, white, and black text",Advertising; Graphic arts; Restaurants,1900 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7293241,-111.8883159,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403350,https://collections.lib.utah.edu/ark:/87278/s6gv0137,https://collections.lib.utah.edu/file?id=1403350,https://collections.lib.utah.edu/dl_thumbs/b0/38/b038112b62399047d35512e2997f0dc86cf34897.jpg,World Motor Hotel & Restaurant Teogra,"World Motor Hotel & Restaurant Teogra matchbook, Salt Lake City, Utah [2]",Restaurants,Best western logo,Information on best western,"White, red, yellow, and blue with blue, white, and black text",Advertising; Graphic arts; Restaurants,1900 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7293241,-111.8883159,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403353,https://collections.lib.utah.edu/ark:/87278/s6c2989c,https://collections.lib.utah.edu/file?id=1403353,https://collections.lib.utah.edu/dl_thumbs/66/ef/66ef9fdce5c40cf26d3eb53b166fdfa325ad7552.jpg,World Motor Hotel & Restaurant Teogra,"World Motor Hotel & Restaurant Teogra matchbook, Salt Lake City, Utah [1]",Restaurants,Best western logo,Information on best western,"White, black, and yellow with black text",Advertising; Graphic arts; Restaurants,1900 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7293241,-111.8883159,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403356,https://collections.lib.utah.edu/ark:/87278/s6798hj6,https://collections.lib.utah.edu/file?id=1403356,https://collections.lib.utah.edu/dl_thumbs/83/7e/837e7950c392765bcf3d798abcfde606fc00e366.jpg,World Motor Hotel & Restaurant Teogra,"World Motor Hotel & Restaurant Teogra matchbook, Salt Lake City, Utah [6]",Restaurants,Best western logo,Information on best western,"White, red, yellow, and blue with blue, white, and black text",Advertising; Graphic arts; Restaurants,1900 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7293241,-111.8883159,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403359,https://collections.lib.utah.edu/ark:/87278/s63n6g93,https://collections.lib.utah.edu/file?id=1403359,https://collections.lib.utah.edu/dl_thumbs/39/c5/39c5068f60d7349537c7e7871105c2326297872d.jpg,World Motor Hotel & Restaurant Teogra,"World Motor Hotel & Restaurant Teogra matchbook, Salt Lake City, Utah [4]",Restaurants,Best western logo,Information on best western,"White, black, and yellow with black text",Advertising; Graphic arts; Restaurants,1900 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7293241,-111.8883159,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403362,https://collections.lib.utah.edu/ark:/87278/s6zw5zvv,https://collections.lib.utah.edu/file?id=1403362,https://collections.lib.utah.edu/dl_thumbs/11/6a/116aa3e2dc591f9ba726c102d3de80bf24dfa8cb.jpg,World Motor Hotel,"World Motor Hotel matchbook, Salt Lake City, Utah",Hotels,Best western logo,Information on best western,Yellow with black and red text,Advertising; Graphic arts; Hotels,1900 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7293241,-111.8883159,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403363,https://collections.lib.utah.edu/ark:/87278/s6v4573s,https://collections.lib.utah.edu/file?id=1403363,https://collections.lib.utah.edu/dl_thumbs/0d/27/0d27787f3e958cfb7abee2acab751b560b52f4b6.jpg,World Motor Hotel & Restaurant Teogra,"World Motor Hotel & Restaurant Teogra matchbook, Salt Lake City, Utah [5]",Restaurants,Best western logo,Information on best western,"White, red, yellow, and blue with blue, white, and black text",Advertising; Graphic arts; Restaurants,1900 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7293241,-111.8883159,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403366,https://collections.lib.utah.edu/ark:/87278/s6qc4gfz,https://collections.lib.utah.edu/file?id=1403366,https://collections.lib.utah.edu/dl_thumbs/54/93/54937dc8947ccc07cb5de3ccb5aa2b6315c150d1.jpg,World Motor Hotel & Restaurant Teogra,"World Motor Hotel & Restaurant Teogra matchbook, Salt Lake City, Utah [7]",Restaurants,Best western logo,Information on best western,"White, black, and yellow with black text",Advertising; Graphic arts; Restaurants,1900 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7293241,-111.8883159,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403369,https://collections.lib.utah.edu/ark:/87278/s6km3qq7,https://collections.lib.utah.edu/file?id=1403369,https://collections.lib.utah.edu/dl_thumbs/49/9a/499a0be6e93ccff3402a442f9353c59a2d5e4765.jpg,Wrights Restaurant,"Wrights Restaurant matchbook, Salt Lake City, Utah",Restaurants,"Statues, drums, ",Sakubona,White and pink with black text,Advertising; Graphic arts; Restaurants,1355 Foothill Dr,Salt Lake City,Salt Lake County,Utah,United States,40.7402014,-111.8255115,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403372,https://collections.lib.utah.edu/ark:/87278/s6fv2zw5,https://collections.lib.utah.edu/file?id=1403372,https://collections.lib.utah.edu/dl_thumbs/77/14/7714bbc2cc04b155a3d9e38b7dff5efbf8ff48a1.jpg,Willow Creek Country Club,"Willow Creek Country Club matchbook, Sandy, Utah",Athletic Clubs,Flourishes,,White and red with red text,Advertising; Graphic arts; Athletic Clubs,8300 S 27th E,Sandy,Salt Lake County,Utah,United States,40.5649781,-111.8389726,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403375,https://collections.lib.utah.edu/ark:/87278/s6b32760,https://collections.lib.utah.edu/file?id=1403375,https://collections.lib.utah.edu/dl_thumbs/8b/34/8b344742fe26bb28371d70b1b5d43baad978a60c.jpg,Western Motor Lodge,"Western Motor Lodge matchbook, Salt Lake City, Utah",Hotels,Rope,Dependable,Yellow with black and red text,Advertising; Graphic arts; Hotels,323 W N Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7714642,-111.8998973,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403376,https://collections.lib.utah.edu/ark:/87278/s66f05wk,https://collections.lib.utah.edu/file?id=1403376,https://collections.lib.utah.edu/dl_thumbs/f3/f2/f3f24ffdbed9828ca91806ae7c34e7a232f82a31.jpg,Walk-Over Shoe Store,"Walk-Over Shoe Store matchbook, Salt Lake City, Utah [1]",Clothing and Shoe Stores,Triangles,Walk over shoes,"Black and mint with black, mint, and white text",Advertising; Graphic arts; Clothing and dress,214 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.76448,-111.8915237,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403377,https://collections.lib.utah.edu/ark:/87278/s62n9f5q,https://collections.lib.utah.edu/file?id=1403377,https://collections.lib.utah.edu/dl_thumbs/44/44/4444fe1a5e4639a02baa251bbde41007102a6016.jpg,Walk-Over Shoe Store,"Walk-Over Shoe Store matchbook, Salt Lake City, Utah [2]",Clothing and Shoe Stores,Triangles,Walk over shoes,"Purple and red with red, black, and white text",Advertising; Graphic arts; Clothing and dress,214 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.76448,-111.8915237,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403378,https://collections.lib.utah.edu/ark:/87278/s6xw8xqg,https://collections.lib.utah.edu/file?id=1403378,https://collections.lib.utah.edu/dl_thumbs/2e/15/2e1542a2f177e03644b0ab0ba7d03e1cdd2aa6a2.jpg,Walk-Over ,"Walk-Over matchbook, Salt Lake City, Utah",Clothing and Shoe Stores,,Walk over shoes,White with red text,Advertising; Graphic arts; Clothing and dress,214 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.76448,-111.8915237,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403379,https://collections.lib.utah.edu/ark:/87278/s6t4860v,https://collections.lib.utah.edu/file?id=1403379,https://collections.lib.utah.edu/dl_thumbs/0a/16/0a16d5b23b0766e28d5a57051cf92a7e5be780fa.jpg,Wilson Motor Service,"Wilson Motor Service matchbook, Salt Lake City, Utah",Hotels,People on boat,Johnson sea-horse outboard motors,"Orange, yellow, and blue with black, white, and yellow text",Advertising; Graphic arts; Hotels,55 E 4th S,Salt Lake City,Salt Lake County,Utah,United States,40.7678727,-111.8791316,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403380,https://collections.lib.utah.edu/ark:/87278/s6pc7f9k,https://collections.lib.utah.edu/file?id=1403380,https://collections.lib.utah.edu/dl_thumbs/f2/46/f246c342e89e10cee3e902a719a86e4b29ecdf49.jpg,Walton,"Walt's Body Shop matchbook, Salt Lake City, Utah",,Fleur de lis,La fleur de lys,Green and gold with gold text,Advertising; Graphic arts,338 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7616372,-111.8887487,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403381,https://collections.lib.utah.edu/ark:/87278/s6jm6pjd,https://collections.lib.utah.edu/file?id=1403381,https://collections.lib.utah.edu/dl_thumbs/24/47/2447b3c2a7a71ae6a9c004bd2e6be1ae742cfae6.jpg,Jack Wolf Ski Shop Ranch Wear,"Jack Wright's Conoco Service matchbook, Salt Lake City, Utah",Clothing and Shoe Stores,Pin up girl,One stop ski service,"Orange, blue, white, and yellow with black text",Advertising; Graphic arts; Clothing and dress,62 E 2nd S,Salt Lake City,Salt Lake County,Utah,United States,40.7714918,-111.8881395,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403382,https://collections.lib.utah.edu/ark:/87278/s6dv5xtp,https://collections.lib.utah.edu/file?id=1403382,https://collections.lib.utah.edu/dl_thumbs/30/e0/30e0f1d9b61893480dbbde4b18e7c8f3f435cb2b.jpg,Grand Central Stores,"Grand Central Stores matchbook, Salt Lake City, Utah",Drugstores,Logo,List of locations,White and green with green and black text,Advertising; Graphic arts; Drugstores,64 E 9th S,Salt Lake City,Salt Lake County,Utah,United States,40.7496653,-111.8207119,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403385,https://collections.lib.utah.edu/ark:/87278/s6963wdn,https://collections.lib.utah.edu/file?id=1403385,https://collections.lib.utah.edu/dl_thumbs/e9/60/e960fa49e4fc8b697986eeaf92361b846ba771df.jpg,The Windsor Lounge,"The Windsor Lounge matchbook, Salt Lake City, Utah [2]",Bars,"Doorway, glass",,White and pink wtih black and pink text,Advertising; Graphic arts; Bars,122 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7665099,-111.891617,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403386,https://collections.lib.utah.edu/ark:/87278/s65f34r6,https://collections.lib.utah.edu/file?id=1403386,https://collections.lib.utah.edu/dl_thumbs/67/af/67afc03cee0b8be5d007f30e157d9fcd20120307.jpg,Welcome Hotel,"Welcome Hotel matchbook, Salt Lake City, Utah",Hotels,,For the rest of your lives,Blue with silver text,Advertising; Graphic arts; Hotels,222 S State St,Salt Lake City,Salt Lake County,Utah,United States,40.7643745,-111.8887129,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403387,https://collections.lib.utah.edu/ark:/87278/s61p2d1w,https://collections.lib.utah.edu/file?id=1403387,https://collections.lib.utah.edu/dl_thumbs/fb/4c/fb4cb2d515446785e949a065f361a137db7877f4.jpg,Hotel Wilson,"Hotel Wilson matchbook, Salt Lake City, Utah [2]",Hotels,,List of American tourist lodges,White with black text,Advertising; Graphic arts; Hotels,32 E 2nd S,Salt Lake City,Salt Lake County,Utah,United States,40.7714918,-111.8881395,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403390,https://collections.lib.utah.edu/ark:/87278/s6wx1wm3,https://collections.lib.utah.edu/file?id=1403390,https://collections.lib.utah.edu/dl_thumbs/62/f6/62f64d359044addef721e64c757b8effc1333252.jpg,Hotel Wilson,"Hotel Wilson matchbook, Salt Lake City, Utah [1]",Hotels,,List of American tourist lodges,White with black and green text,Advertising; Graphic arts; Hotels,32 E 2nd S,Salt Lake City,Salt Lake County,Utah,United States,40.7714918,-111.8881395,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403391,https://collections.lib.utah.edu/ark:/87278/s6s514vm,https://collections.lib.utah.edu/file?id=1403391,https://collections.lib.utah.edu/dl_thumbs/cc/b4/ccb46cb80b7aa61aa4fa60b2bcb18781e7b56df8.jpg,The Windsor Lounge,"The Windsor Lounge matchbook, Salt Lake City, Utah [1]",Bars,"Doorway, glass",,White and pink wtih black and pink text,Advertising; Graphic arts; Bars,122 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7665099,-111.891617,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403394,https://collections.lib.utah.edu/ark:/87278/s6nd0d3v,https://collections.lib.utah.edu/file?id=1403394,https://collections.lib.utah.edu/dl_thumbs/86/89/868961d90084678acd5f0334392db878902e0368.jpg,Walt's Body Shop,"Walton matchbook, Salt Lake City, Utah",Automobile Equipment and Supplies Stores,Pin up girl and penguin,Expert metal work painting,"Yellow, red, and blue with black text",Advertising; Graphic arts; Automobile equipment & supplies stores,1207 Major St,Salt Lake City,Salt Lake County,Utah,United States,40.7426537,-111.8895108,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1403399,https://collections.lib.utah.edu/ark:/87278/s6hm9nb4,https://collections.lib.utah.edu/file?id=1403399,https://collections.lib.utah.edu/dl_thumbs/07/1d/071d4b0790fa076db57fac576d37ac81b1fb8f7e.jpg,Weasku Inn,"Weasku Inn matchbook, Salt Lake City, Utah",Restaurants,"Chef, people in car",Catering,"White, green, and black with black text",Advertising; Graphic arts; Restaurants,2263 E 21st S,Salt Lake City,Salt Lake County,Utah,United States,40.725889,-111.9443791,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
